,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment
9097,AF,137.0,ATL,3682.0,LEX,4017.0,Y,0,CR9 M88 CRJ 717
9098,AF,137.0,ATL,3682.0,LFT,3493.0,Y,0,CRJ
9099,AF,137.0,ATL,3682.0,LGA,3697.0,Y,0,757 739
9100,AF,137.0,ATL,3682.0,LHR,507.0,Y,0,764 77L 76W
9101,AF,137.0,ATL,3682.0,LIT,3660.0,Y,0,M88
9102,AF,137.0,ATL,3682.0,MAD,1229.0,Y,0,764
9103,AF,137.0,ATL,3682.0,MAN,478.0,Y,0,76W
9104,AF,137.0,ATL,3682.0,MCI,3458.0,Y,0,M88 M90 757
9105,AF,137.0,ATL,3682.0,MCO,3878.0,Y,0,757
9106,AF,137.0,ATL,3682.0,MDT,3542.0,Y,0,CRJ M88
9107,AF,137.0,ATL,3682.0,MDW,3747.0,Y,0,319 717 320
9108,AF,137.0,ATL,3682.0,MEM,3473.0,Y,0,M88
9109,AF,137.0,ATL,3682.0,MEX,1824.0,Y,0,73W 73H
9110,AF,137.0,ATL,3682.0,MGM,4115.0,Y,0,CRJ
9111,AF,137.0,ATL,3682.0,MHT,4011.0,Y,0,320
9112,AF,137.0,ATL,3682.0,MIA,3576.0,Y,0,M90 757 320
9113,AF,137.0,ATL,3682.0,MKE,3717.0,Y,0,M90 M88
9114,AF,137.0,ATL,3682.0,MLB,3671.0,Y,0,M88
9115,AF,137.0,ATL,3682.0,MLI,4072.0,Y,0,CR9 CR7
9116,AF,137.0,ATL,3682.0,MLU,3732.0,Y,0,CRJ
9117,AF,137.0,ATL,3682.0,MOB,3782.0,Y,0,CR9 717 CR7 319 CRJ
9118,AF,137.0,ATL,3682.0,MSN,3459.0,Y,0,320 73W CR9
9119,AF,137.0,ATL,3682.0,MSP,3858.0,Y,0,320 M90 757
9120,AF,137.0,ATL,3682.0,MSY,3861.0,Y,0,M90 M88 757
9121,AF,137.0,ATL,3682.0,MTY,1825.0,Y,0,CR9
9122,AF,137.0,ATL,3682.0,MUC,346.0,Y,0,764
9123,AF,137.0,ATL,3682.0,MYR,3515.0,Y,0,CR7 M88
9124,AF,137.0,ATL,3682.0,NAS,1953.0,Y,0,M88
9125,AF,137.0,ATL,3682.0,OAJ,4386.0,Y,0,CRJ
9126,AF,137.0,ATL,3682.0,OKC,3863.0,Y,0,CR9 M88
9127,AF,137.0,ATL,3682.0,OMA,3454.0,Y,0,M88 M90
9128,AF,137.0,ATL,3682.0,ORD,3830.0,Y,0,757 319 320 M88 M90
9129,AF,137.0,ATL,3682.0,ORF,3611.0,Y,0,M88 M90
9130,AF,137.0,ATL,3682.0,PBI,3722.0,Y,0,M90 757
9131,AF,137.0,ATL,3682.0,PDX,3720.0,Y,0,73H 738
9132,AF,137.0,ATL,3682.0,PHF,3633.0,Y,0,CRJ
9133,AF,137.0,ATL,3682.0,PHL,3752.0,Y,0,320 M90 757 73H M88
9134,AF,137.0,ATL,3682.0,PHX,3462.0,Y,0,757 73H 739 738
9135,AF,137.0,ATL,3682.0,PIA,4046.0,Y,0,CRJ
9136,AF,137.0,ATL,3682.0,PIT,3570.0,Y,0,M88 CR9
9137,AF,137.0,ATL,3682.0,PNS,3564.0,Y,0,M90
9138,AF,137.0,ATL,3682.0,PTY,1871.0,Y,0,738
9139,AF,137.0,ATL,3682.0,PVD,3641.0,Y,0,M88
9140,AF,137.0,ATL,3682.0,PWM,3862.0,Y,0,M88
9141,AF,137.0,ATL,3682.0,RDU,3626.0,Y,0,M88 739 320
9142,AF,137.0,ATL,3682.0,RIC,3608.0,Y,0,73H M90 M88
9143,AF,137.0,ATL,3682.0,ROA,4016.0,Y,0,CRJ 319
9144,AF,137.0,ATL,3682.0,ROC,3622.0,Y,0,M90 M88
9145,AF,137.0,ATL,3682.0,RSW,3793.0,Y,0,M90 M88 757
9146,AF,137.0,ATL,3682.0,SAN,3731.0,Y,0,739 763
9147,AF,137.0,ATL,3682.0,SAT,3621.0,Y,0,757 M90 320
9148,AF,137.0,ATL,3682.0,SAV,3613.0,Y,0,717 M88 319
9149,AF,137.0,ATL,3682.0,SBN,4359.0,Y,0,CRJ
9150,AF,137.0,ATL,3682.0,SDF,4014.0,Y,0,M88 M90
9151,AF,137.0,ATL,3682.0,SEA,3577.0,Y,0,757 763 739
9152,AF,137.0,ATL,3682.0,SFO,3469.0,Y,0,763 739 757
9153,AF,137.0,ATL,3682.0,SGF,4348.0,Y,0,CRJ CR9
9154,AF,137.0,ATL,3682.0,SHV,3609.0,Y,0,CRJ
9155,AF,137.0,ATL,3682.0,SJO,1885.0,Y,0,738
9156,AF,137.0,ATL,3682.0,SJU,2890.0,Y,0,757
9157,AF,137.0,ATL,3682.0,SLC,3536.0,Y,0,757 763 320
9158,AF,137.0,ATL,3682.0,SMF,3817.0,Y,0,757
9159,AF,137.0,ATL,3682.0,SNA,3867.0,Y,0,757
9160,AF,137.0,ATL,3682.0,SRQ,4067.0,Y,0,M90 757
9161,AF,137.0,ATL,3682.0,STL,3678.0,Y,0,M90 717 757 319 M88
9162,AF,137.0,ATL,3682.0,STR,350.0,Y,0,76W
9163,AF,137.0,ATL,3682.0,SYR,3745.0,Y,0,CR9 M88
9164,AF,137.0,ATL,3682.0,TLH,3698.0,Y,0,CRJ M88 319
9165,AF,137.0,ATL,3682.0,TPA,3646.0,Y,0,739 757
9166,AF,137.0,ATL,3682.0,TRI,4116.0,Y,0,CRJ 319
9167,AF,137.0,ATL,3682.0,TUL,3855.0,Y,0,CR9 CR7 M88
9168,AF,137.0,ATL,3682.0,TUS,3636.0,Y,0,M90
9169,AF,137.0,ATL,3682.0,TYS,3676.0,Y,0,CRJ CR7 717 CR9
9170,AF,137.0,ATL,3682.0,VLD,5776.0,Y,0,CRJ
9171,AF,137.0,ATL,3682.0,VPS,3873.0,Y,0,319 M88 717
9172,AF,137.0,ATL,3682.0,XNA,4356.0,Y,0,CRJ CR9 717 CR7
9173,AF,137.0,ATL,3682.0,YUL,146.0,Y,0,CR7 CR9
9174,AF,137.0,ATL,3682.0,YYZ,193.0,Y,0,CR9
9435,AF,137.0,CLT,3876.0,ATL,3682.0,Y,0,M90 M88
9461,AF,137.0,DCA,3520.0,ATL,3682.0,Y,0,738 M90 M88
9464,AF,137.0,DFW,3670.0,ATL,3682.0,Y,0,M88 319
9476,AF,137.0,DTW,3645.0,ATL,3682.0,Y,0,M88 73H 320 738 739
9477,AF,137.0,DTW,3645.0,CDG,1382.0,,0,343
9478,AF,137.0,DTW,3645.0,FRA,340.0,Y,0,764
9479,AF,137.0,DTW,3645.0,LHR,507.0,,0,76W 77L
9480,AF,137.0,DTW,3645.0,MSY,3861.0,Y,0,319
9526,AF,137.0,FLL,3533.0,ATL,3682.0,Y,0,757 M90
9579,AF,137.0,IAH,3550.0,ATL,3682.0,Y,0,M88 717 319
9580,AF,137.0,IAH,3550.0,CDG,1382.0,,0,77W
9644,AF,137.0,LGA,3697.0,ATL,3682.0,Y,0,M88 757
9762,AF,137.0,MSP,3858.0,ATL,3682.0,Y,0,320 757 M88
9763,AF,137.0,MSP,3858.0,CDG,1382.0,Y,0,332
9764,AF,137.0,MSP,3858.0,LAX,3484.0,Y,0,757
9765,AF,137.0,MSP,3858.0,LHR,507.0,Y,0,764
9766,AF,137.0,MSP,3858.0,MSY,3861.0,Y,0,E75 CR9
9767,AF,137.0,MSP,3858.0,SEA,3577.0,Y,0,753
9768,AF,137.0,MSP,3858.0,SFO,3469.0,Y,0,753
9834,AF,137.0,ORD,3830.0,ATL,3682.0,Y,0,717 M88
9835,AF,137.0,ORD,3830.0,CDG,1382.0,,0,332
10609,AI,218.0,ORD,3830.0,DEL,3093.0,,0,77W
10853,AM,321.0,ATL,3682.0,ABY,5715.0,Y,0,CRJ
10854,AM,321.0,ATL,3682.0,ALB,3864.0,Y,0,CR9 M88
10855,AM,321.0,ATL,3682.0,BDL,3825.0,Y,0,M88 73W
10856,AM,321.0,ATL,3682.0,BNA,3690.0,Y,0,M88 320
10857,AM,321.0,ATL,3682.0,BOS,3448.0,Y,0,M90 757 738 M88 320 319
10858,AM,321.0,ATL,3682.0,BWI,3849.0,Y,0,M90 757 320 M88
10859,AM,321.0,ATL,3682.0,CDG,1382.0,Y,0,76W
10860,AM,321.0,ATL,3682.0,CLE,3486.0,Y,0,717
10861,AM,321.0,ATL,3682.0,CMH,3759.0,Y,0,M88
10862,AM,321.0,ATL,3682.0,CUN,1852.0,Y,0,M88 757 320
10863,AM,321.0,ATL,3682.0,CVG,3488.0,Y,0,738 M88 319
10864,AM,321.0,ATL,3682.0,CZM,1800.0,Y,0,M88 319
10865,AM,321.0,ATL,3682.0,DCA,3520.0,Y,0,M90 M88
10866,AM,321.0,ATL,3682.0,DEN,3751.0,Y,0,M90 738 757
10867,AM,321.0,ATL,3682.0,DTW,3645.0,Y,0,M88 M90 757
10868,AM,321.0,ATL,3682.0,EWR,3494.0,Y,0,717
10869,AM,321.0,ATL,3682.0,FCO,1555.0,Y,0,333
10870,AM,321.0,ATL,3682.0,GDL,1804.0,Y,0,320
10871,AM,321.0,ATL,3682.0,IAD,3714.0,Y,0,M88
10872,AM,321.0,ATL,3682.0,IND,3585.0,Y,0,M88 M90
10873,AM,321.0,ATL,3682.0,JAX,3712.0,Y,0,757
10874,AM,321.0,ATL,3682.0,JFK,3797.0,Y,0,738 319 73H
10875,AM,321.0,ATL,3682.0,LGA,3697.0,Y,0,757 M88 739 73H 320 73W
10876,AM,321.0,ATL,3682.0,MAD,1229.0,Y,0,764
10877,AM,321.0,ATL,3682.0,MCI,3458.0,Y,0,M88 M90 757
10878,AM,321.0,ATL,3682.0,MCO,3878.0,Y,0,757
10879,AM,321.0,ATL,3682.0,MEM,3473.0,Y,0,320 M88
10880,AM,321.0,ATL,3682.0,MEX,1824.0,Y,0,73W 738 73H EMJ
10881,AM,321.0,ATL,3682.0,MIA,3576.0,Y,0,M90
10882,AM,321.0,ATL,3682.0,MSP,3858.0,Y,0,320 757 M90 739
10883,AM,321.0,ATL,3682.0,MSY,3861.0,Y,0,757
10884,AM,321.0,ATL,3682.0,MTY,1825.0,Y,0,CR9
10885,AM,321.0,ATL,3682.0,PHL,3752.0,Y,0,757 M88 M90 73H
10886,AM,321.0,ATL,3682.0,PIT,3570.0,Y,0,M88 CR9
10887,AM,321.0,ATL,3682.0,PVR,1836.0,Y,0,757
10888,AM,321.0,ATL,3682.0,RDU,3626.0,Y,0,M88 738 M90 739 320
10889,AM,321.0,ATL,3682.0,RIC,3608.0,Y,0,73H M90 M88
10890,AM,321.0,ATL,3682.0,SEA,3577.0,Y,0,739 763 757 738
10891,AM,321.0,ATL,3682.0,SJD,1840.0,Y,0,73W 738
10892,AM,321.0,ATL,3682.0,SLC,3536.0,Y,0,757
10893,AM,321.0,ATL,3682.0,STL,3678.0,Y,0,M90 717 319 M88
10894,AM,321.0,ATL,3682.0,XNA,4356.0,Y,0,CR7 CR9
10895,AM,321.0,ATL,3682.0,YUL,146.0,Y,0,CR9 CR7
10954,AM,321.0,DCA,3520.0,ATL,3682.0,Y,0,738 M90 M88 73H
10956,AM,321.0,DFW,3670.0,MEX,1824.0,Y,0,EMJ
10959,AM,321.0,DTW,3645.0,ATL,3682.0,Y,0,73H 757 739
10960,AM,321.0,DTW,3645.0,CUN,1852.0,Y,0,320
10961,AM,321.0,DTW,3645.0,MEX,1824.0,Y,0,319
10962,AM,321.0,DTW,3645.0,MTY,1825.0,Y,0,319
11008,AM,321.0,IAH,3550.0,MEX,1824.0,,0,EMJ
11030,AM,321.0,LGA,3697.0,ATL,3682.0,Y,0,M88 757 738
11139,AM,321.0,MSP,3858.0,ATL,3682.0,Y,0,320 757
11140,AM,321.0,MSP,3858.0,CUN,1852.0,Y,0,320
11171,AM,321.0,ORD,3830.0,GDL,1804.0,,0,737
11172,AM,321.0,ORD,3830.0,MEX,1824.0,,0,737
11555,AS,439.0,ATL,3682.0,BHM,3811.0,Y,0,M88 320
11556,AS,439.0,ATL,3682.0,BNA,3690.0,Y,0,738 319 320 M88 73H 717
11557,AS,439.0,ATL,3682.0,CHS,3806.0,Y,0,M88 320 73W 717 319
11558,AS,439.0,ATL,3682.0,CLT,3876.0,Y,0,M88 M90 319
11559,AS,439.0,ATL,3682.0,GSO,4008.0,Y,0,M88 CR9 73H 320 738 CR7 319
11560,AS,439.0,ATL,3682.0,HSV,4113.0,Y,0,M88 717 CRJ
11561,AS,439.0,ATL,3682.0,JAN,3580.0,Y,0,717 CR9 M88 CRJ
11562,AS,439.0,ATL,3682.0,JAX,3712.0,Y,0,757 739 M90
11563,AS,439.0,ATL,3682.0,LAX,3484.0,Y,0,757 76W 763 739
11564,AS,439.0,ATL,3682.0,MEM,3473.0,Y,0,M88 320 319
11565,AS,439.0,ATL,3682.0,MIA,3576.0,Y,0,757 320 73H
11566,AS,439.0,ATL,3682.0,MSY,3861.0,Y,0,757 M88 M90
11567,AS,439.0,ATL,3682.0,ORF,3611.0,Y,0,M90 M88 319
11568,AS,439.0,ATL,3682.0,PBI,3722.0,Y,0,757 M88 M90
11569,AS,439.0,ATL,3682.0,PDX,3720.0,,0,73J 73H
11570,AS,439.0,ATL,3682.0,PNS,3564.0,Y,0,M90 717
11571,AS,439.0,ATL,3682.0,RDU,3626.0,Y,0,M90 M88 739 320 738
11572,AS,439.0,ATL,3682.0,RSW,3793.0,Y,0,757 M88 M90
11573,AS,439.0,ATL,3682.0,SAN,3731.0,Y,0,739 763
11574,AS,439.0,ATL,3682.0,SAV,3613.0,Y,0,M88 717 319
11575,AS,439.0,ATL,3682.0,SEA,3577.0,,0,73J
11576,AS,439.0,ATL,3682.0,SLC,3536.0,Y,0,763 757
11577,AS,439.0,ATL,3682.0,TYS,3676.0,Y,0,717 CR7 CRJ CR9
11614,AS,439.0,CLT,3876.0,ATL,3682.0,Y,0,M90 M88
11617,AS,439.0,DCA,3520.0,LAX,3484.0,,0,73H
11618,AS,439.0,DCA,3520.0,PDX,3720.0,,0,73H
11619,AS,439.0,DCA,3520.0,SEA,3577.0,,0,73H
11622,AS,439.0,DFW,3670.0,LAX,3484.0,Y,0,738 763 757 M83
11623,AS,439.0,DFW,3670.0,PDX,3720.0,,0,73J
11624,AS,439.0,DFW,3670.0,SAN,3731.0,Y,0,738 M80 M83 757
11625,AS,439.0,DFW,3670.0,SEA,3577.0,,0,73J 739
11626,AS,439.0,DFW,3670.0,SFO,3469.0,Y,0,738 757 763
11627,AS,439.0,DFW,3670.0,SNA,3867.0,Y,0,738
11629,AS,439.0,DTW,3645.0,PDX,3720.0,Y,0,739
11630,AS,439.0,DTW,3645.0,SAN,3731.0,Y,0,753 739 757
11645,AS,439.0,FLL,3533.0,SEA,3577.0,,0,73H
11665,AS,439.0,IAH,3550.0,LAX,3484.0,Y,0,CR7
11666,AS,439.0,IAH,3550.0,SEA,3577.0,,0,73J
11774,AS,439.0,MSP,3858.0,LAX,3484.0,Y,0,753 757
11775,AS,439.0,MSP,3858.0,SAN,3731.0,Y,0,738 739
11776,AS,439.0,MSP,3858.0,SEA,3577.0,,0,739 73G 73J
11800,AS,439.0,ORD,3830.0,ANC,3774.0,,0,73H
11801,AS,439.0,ORD,3830.0,LAX,3484.0,Y,0,738
11802,AS,439.0,ORD,3830.0,MSY,3861.0,Y,0,E75
11803,AS,439.0,ORD,3830.0,PDX,3720.0,,0,73G
11804,AS,439.0,ORD,3830.0,SAN,3731.0,Y,0,738
11805,AS,439.0,ORD,3830.0,SEA,3577.0,,0,73H 739 73J
11806,AS,439.0,ORD,3830.0,SFO,3469.0,Y,0,738
12382,AV,515.0,CLT,3876.0,SJO,1885.0,,0,319
12393,AV,515.0,DFW,3670.0,SAL,1892.0,,0,E90
12403,AV,515.0,FLL,3533.0,BOG,2709.0,,0,320
12424,AV,515.0,IAH,3550.0,BOG,2709.0,,0,752 73G
12425,AV,515.0,IAH,3550.0,SAL,1892.0,,0,738 E90
12494,AV,515.0,ORD,3830.0,SAL,1892.0,,0,319
12589,AY,2350.0,ATL,3682.0,LHR,507.0,Y,0,777
12627,AY,2350.0,DFW,3670.0,CDG,1382.0,Y,0,763 777
12628,AY,2350.0,DFW,3670.0,FRA,340.0,Y,0,777
12629,AY,2350.0,DFW,3670.0,LHR,507.0,,0,744
12630,AY,2350.0,DFW,3670.0,MAD,1229.0,,0,777
12737,AY,2350.0,IAH,3550.0,LHR,507.0,,0,744 777
12841,AY,2350.0,ORD,3830.0,CDG,1382.0,Y,0,763
12842,AY,2350.0,ORD,3830.0,DUB,599.0,,0,763
12843,AY,2350.0,ORD,3830.0,DUS,345.0,,0,763
12844,AY,2350.0,ORD,3830.0,FCO,1555.0,,0,763
12845,AY,2350.0,ORD,3830.0,LHR,507.0,,0,763 777 744
12846,AY,2350.0,ORD,3830.0,MAD,1229.0,,0,333
12847,AY,2350.0,ORD,3830.0,MAN,478.0,Y,0,763
12966,AZ,596.0,ATL,3682.0,ABQ,4019.0,Y,0,757
12967,AZ,596.0,ATL,3682.0,AUS,3673.0,Y,0,M90 M88
12968,AZ,596.0,ATL,3682.0,AVL,4007.0,Y,0,CRJ M88
12969,AZ,596.0,ATL,3682.0,BDL,3825.0,Y,0,M88
12970,AZ,596.0,ATL,3682.0,BHM,3811.0,Y,0,M88
12971,AZ,596.0,ATL,3682.0,BNA,3690.0,Y,0,320 717
12972,AZ,596.0,ATL,3682.0,BOS,3448.0,Y,0,M90 757 319
12973,AZ,596.0,ATL,3682.0,BUF,3820.0,Y,0,M90 M88
12974,AZ,596.0,ATL,3682.0,BWI,3849.0,Y,0,320 M90
12975,AZ,596.0,ATL,3682.0,CAE,3561.0,Y,0,CR9 CRJ
12976,AZ,596.0,ATL,3682.0,CDG,1382.0,Y,0,77W 744 772
12977,AZ,596.0,ATL,3682.0,CHA,3578.0,Y,0,CRJ M88
12978,AZ,596.0,ATL,3682.0,CHS,3806.0,Y,0,M88 73W
12979,AZ,596.0,ATL,3682.0,CLT,3876.0,Y,0,M88
12980,AZ,596.0,ATL,3682.0,CMH,3759.0,Y,0,M88 738 73W
12981,AZ,596.0,ATL,3682.0,CUN,1852.0,Y,0,M88
12982,AZ,596.0,ATL,3682.0,CVG,3488.0,Y,0,M88 738
12983,AZ,596.0,ATL,3682.0,DAY,3627.0,Y,0,M88
12984,AZ,596.0,ATL,3682.0,DCA,3520.0,Y,0,M90 757
12985,AZ,596.0,ATL,3682.0,DEN,3751.0,Y,0,M90
12986,AZ,596.0,ATL,3682.0,DFW,3670.0,Y,0,M88
12987,AZ,596.0,ATL,3682.0,DTW,3645.0,Y,0,M90
12988,AZ,596.0,ATL,3682.0,ELP,3559.0,Y,0,M88
12989,AZ,596.0,ATL,3682.0,EWR,3494.0,Y,0,717
12990,AZ,596.0,ATL,3682.0,FCO,1555.0,Y,0,333
12991,AZ,596.0,ATL,3682.0,FLL,3533.0,Y,0,757
12992,AZ,596.0,ATL,3682.0,GDL,1804.0,Y,0,320
12993,AZ,596.0,ATL,3682.0,GNV,3472.0,Y,0,CR9 717
12994,AZ,596.0,ATL,3682.0,GPT,4038.0,Y,0,CRJ CR7
12995,AZ,596.0,ATL,3682.0,GSO,4008.0,Y,0,73H M88 320 738
12996,AZ,596.0,ATL,3682.0,HOU,3566.0,Y,0,M88
12997,AZ,596.0,ATL,3682.0,HSV,4113.0,Y,0,717
12998,AZ,596.0,ATL,3682.0,IAD,3714.0,Y,0,M88
12999,AZ,596.0,ATL,3682.0,IAH,3550.0,Y,0,320 M88
13000,AZ,596.0,ATL,3682.0,ICT,3457.0,Y,0,CR9
13001,AZ,596.0,ATL,3682.0,ILM,3845.0,Y,0,CRJ 319
13002,AZ,596.0,ATL,3682.0,IND,3585.0,Y,0,320
13003,AZ,596.0,ATL,3682.0,JAN,3580.0,Y,0,717 CR9
13004,AZ,596.0,ATL,3682.0,JAX,3712.0,Y,0,757
13005,AZ,596.0,ATL,3682.0,JFK,3797.0,Y,0,319
13006,AZ,596.0,ATL,3682.0,LAS,3877.0,Y,0,753 757
13007,AZ,596.0,ATL,3682.0,LAX,3484.0,Y,0,763
13008,AZ,596.0,ATL,3682.0,LIT,3660.0,Y,0,M88
13009,AZ,596.0,ATL,3682.0,MCI,3458.0,Y,0,M88 M90
13010,AZ,596.0,ATL,3682.0,MCO,3878.0,Y,0,757
13011,AZ,596.0,ATL,3682.0,MEM,3473.0,Y,0,M88
13012,AZ,596.0,ATL,3682.0,MEX,1824.0,Y,0,73W 73H
13013,AZ,596.0,ATL,3682.0,MIA,3576.0,Y,0,M88 757 M90 73H
13014,AZ,596.0,ATL,3682.0,MKE,3717.0,Y,0,M90
13015,AZ,596.0,ATL,3682.0,MSP,3858.0,Y,0,M90
13016,AZ,596.0,ATL,3682.0,MSY,3861.0,Y,0,757
13017,AZ,596.0,ATL,3682.0,MTY,1825.0,Y,0,CR9
13018,AZ,596.0,ATL,3682.0,MYR,3515.0,Y,0,CR9 717 319
13019,AZ,596.0,ATL,3682.0,OKC,3863.0,Y,0,M88
13020,AZ,596.0,ATL,3682.0,OMA,3454.0,Y,0,M88 M90
13021,AZ,596.0,ATL,3682.0,ORD,3830.0,Y,0,757 717 M88
13022,AZ,596.0,ATL,3682.0,ORF,3611.0,Y,0,M88 M90
13023,AZ,596.0,ATL,3682.0,PBI,3722.0,Y,0,757
13024,AZ,596.0,ATL,3682.0,PDX,3720.0,Y,0,73H 738
13025,AZ,596.0,ATL,3682.0,PHL,3752.0,Y,0,M88 757
13026,AZ,596.0,ATL,3682.0,PHX,3462.0,Y,0,757 738
13027,AZ,596.0,ATL,3682.0,PIT,3570.0,Y,0,CR9 M88
13028,AZ,596.0,ATL,3682.0,PTY,1871.0,Y,0,738
13029,AZ,596.0,ATL,3682.0,RDU,3626.0,Y,0,M88 320 739
13030,AZ,596.0,ATL,3682.0,RIC,3608.0,Y,0,M88
13031,AZ,596.0,ATL,3682.0,ROC,3622.0,Y,0,M90
13032,AZ,596.0,ATL,3682.0,RSW,3793.0,Y,0,757
13033,AZ,596.0,ATL,3682.0,SAN,3731.0,Y,0,763
13034,AZ,596.0,ATL,3682.0,SAT,3621.0,Y,0,M90 757
13035,AZ,596.0,ATL,3682.0,SAV,3613.0,Y,0,717 M88
13036,AZ,596.0,ATL,3682.0,SEA,3577.0,Y,0,739 757 738
13037,AZ,596.0,ATL,3682.0,SJU,2890.0,Y,0,757
13038,AZ,596.0,ATL,3682.0,SLC,3536.0,Y,0,763 757
13039,AZ,596.0,ATL,3682.0,SNA,3867.0,Y,0,757
13040,AZ,596.0,ATL,3682.0,SRQ,4067.0,Y,0,M90 757
13041,AZ,596.0,ATL,3682.0,STL,3678.0,Y,0,M90
13042,AZ,596.0,ATL,3682.0,TPA,3646.0,Y,0,757 739
13043,AZ,596.0,ATL,3682.0,TUS,3636.0,Y,0,M90
13044,AZ,596.0,ATL,3682.0,TYS,3676.0,Y,0,CRJ
13045,AZ,596.0,ATL,3682.0,VPS,3873.0,Y,0,319 717
13207,AZ,596.0,CLT,3876.0,ATL,3682.0,Y,0,M90
13243,AZ,596.0,DCA,3520.0,ATL,3682.0,Y,0,M88 M90
13248,AZ,596.0,DFW,3670.0,ATL,3682.0,Y,0,M88
13250,AZ,596.0,DTW,3645.0,ATL,3682.0,Y,0,M88 73H M90 757
13251,AZ,596.0,DTW,3645.0,CDG,1382.0,Y,0,343
13362,AZ,596.0,FLL,3533.0,ATL,3682.0,Y,0,757
13402,AZ,596.0,IAH,3550.0,ATL,3682.0,Y,0,M88 717
13403,AZ,596.0,IAH,3550.0,CDG,1382.0,Y,0,77W
13591,AZ,596.0,ORD,3830.0,ATL,3682.0,Y,0,M88
13592,AZ,596.0,ORD,3830.0,FCO,1555.0,,0,332 330
13969,B6,3029.0,CLT,3876.0,BOS,3448.0,,0,E90
13970,B6,3029.0,CLT,3876.0,JFK,3797.0,,0,E90
13976,B6,3029.0,DCA,3520.0,BOS,3448.0,,0,E90 320
13977,B6,3029.0,DCA,3520.0,FLL,3533.0,,0,E90 320
13978,B6,3029.0,DCA,3520.0,MCO,3878.0,,0,320 E90
13979,B6,3029.0,DCA,3520.0,SJU,2890.0,,0,320
13980,B6,3029.0,DCA,3520.0,TPA,3646.0,,0,320
13983,B6,3029.0,DFW,3670.0,BOS,3448.0,,0,E90
13984,B6,3029.0,DFW,3670.0,DXB,2188.0,,0,77L
13985,B6,3029.0,DTW,3645.0,BOS,3448.0,,0,E90
14003,B6,3029.0,FLL,3533.0,AUS,3673.0,,0,E90
14004,B6,3029.0,FLL,3533.0,BDL,3825.0,,0,320
14005,B6,3029.0,FLL,3533.0,BOG,2709.0,,0,320
14006,B6,3029.0,FLL,3533.0,BOS,3448.0,,0,320 E90
14007,B6,3029.0,FLL,3533.0,CUN,1852.0,,0,E90 320
14008,B6,3029.0,FLL,3533.0,DCA,3520.0,,0,320 E90
14009,B6,3029.0,FLL,3533.0,EWR,3494.0,,0,320
14010,B6,3029.0,FLL,3533.0,HPN,3589.0,,0,E90
14011,B6,3029.0,FLL,3533.0,JFK,3797.0,,0,320 E90
14012,B6,3029.0,FLL,3533.0,KIN,1779.0,,0,E90
14013,B6,3029.0,FLL,3533.0,LAX,3484.0,,0,320
14014,B6,3029.0,FLL,3533.0,LGA,3697.0,,0,320
14015,B6,3029.0,FLL,3533.0,LIM,2789.0,,0,320
14016,B6,3029.0,FLL,3533.0,MBJ,1780.0,,0,E90
14017,B6,3029.0,FLL,3533.0,MDE,2745.0,,0,320
14018,B6,3029.0,FLL,3533.0,NAS,1953.0,,0,320 E90
14019,B6,3029.0,FLL,3533.0,ORH,6426.0,,0,E90
14020,B6,3029.0,FLL,3533.0,PAP,1897.0,,0,320
14021,B6,3029.0,FLL,3533.0,POS,2902.0,,0,320
14022,B6,3029.0,FLL,3533.0,PUJ,1760.0,,0,320
14023,B6,3029.0,FLL,3533.0,PVD,3641.0,,0,320
14024,B6,3029.0,FLL,3533.0,RDU,3626.0,,0,E90
14025,B6,3029.0,FLL,3533.0,RIC,3608.0,,0,E90
14026,B6,3029.0,FLL,3533.0,SDQ,1762.0,,0,320
14027,B6,3029.0,FLL,3533.0,SFO,3469.0,,0,320
14028,B6,3029.0,FLL,3533.0,SJO,1885.0,,0,320
14029,B6,3029.0,FLL,3533.0,SJU,2890.0,,0,320 E90
14030,B6,3029.0,FLL,3533.0,SWF,3661.0,,0,E90
14043,B6,3029.0,IAH,3550.0,DXB,2188.0,,0,77W
14121,B6,3029.0,LGA,3697.0,FLL,3533.0,,0,320
14122,B6,3029.0,LGA,3697.0,MCO,3878.0,,0,320
14123,B6,3029.0,LGA,3697.0,PBI,3722.0,,0,320 E90
14124,B6,3029.0,LGA,3697.0,RSW,3793.0,,0,320
14125,B6,3029.0,LGA,3697.0,SRQ,4067.0,,0,320
14126,B6,3029.0,LGA,3697.0,TPA,3646.0,,0,320
14178,B6,3029.0,ORD,3830.0,BOS,3448.0,,0,320 E90
14179,B6,3029.0,ORD,3830.0,JFK,3797.0,,0,E90 320
14180,B6,3029.0,ORD,3830.0,SJU,2890.0,,0,320
14417,BA,1355.0,ATL,3682.0,DFW,3670.0,,0,
14418,BA,1355.0,ATL,3682.0,LHR,507.0,,0,777 
14419,BA,1355.0,ATL,3682.0,MIA,3576.0,Y,0,738 ERD
14420,BA,1355.0,ATL,3682.0,ORD,3830.0,Y,0,E75 CR7
14483,BA,1355.0,DFW,3670.0,ATL,3682.0,Y,0,M80 M83
14484,BA,1355.0,DFW,3670.0,CDG,1382.0,Y,0,763 777
14485,BA,1355.0,DFW,3670.0,FRA,340.0,Y,0,777
14486,BA,1355.0,DFW,3670.0,LHR,507.0,,0,744
14487,BA,1355.0,DFW,3670.0,MAD,1229.0,Y,0,777
